Time,Durability,Digital_Reliability,Weather_Resilience,Pollution,Reliability_Criterion
1,0.1,0.2,0.3,0.9,0.375
2,0.10808080808080808,0.20101010101010103,0.301010101010101,0.896969696969697,0.37676767676767675
3,0.11616161616161616,0.20202020202020204,0.302020202020202,0.8939393939393939,0.3785353535353535
4,0.12424242424242425,0.20303030303030303,0.30303030303030304,0.890909090909091,0.38030303030303036
5,0.13232323232323234,0.20404040404040405,0.30404040404040406,0.8878787878787879,0.3820707070707071
6,0.14040404040404042,0.20505050505050507,0.305050505050505,0.8848484848484849,0.38383838383838387
7,0.1484848484848485,0.20606060606060608,0.30606060606060603,0.8818181818181818,0.3856060606060606
8,0.15656565656565657,0.20707070707070707,0.30707070707070705,0.8787878787878788,0.38737373737373737
9,0.16464646464646465,0.2080808080808081,0.30808080808080807,0.8757575757575757,0.3891414141414141
10,0.17272727272727273,0.2090909090909091,0.3090909090909091,0.8727272727272728,0.39090909090909093
11,0.1808080808080808,0.21010101010101012,0.3101010101010101,0.8696969696969697,0.39267676767676774
12,0.18888888888888888,0.2111111111111111,0.3111111111111111,0.8666666666666667,0.3944444444444445
13,0.19696969696969696,0.21212121212121213,0.31212121212121213,0.8636363636363636,0.39621212121212124
14,0.20505050505050504,0.21313131313131314,0.31313131313131315,0.8606060606060606,0.397979797979798
15,0.21313131313131314,0.21414141414141416,0.3141414141414141,0.8575757575757575,0.39974747474747474
16,0.22121212121212122,0.21515151515151515,0.3151515151515151,0.8545454545454546,0.4015151515151515
17,0.2292929292929293,0.21616161616161617,0.31616161616161614,0.8515151515151516,0.4032828282828283
18,0.23737373737373738,0.21717171717171718,0.31717171717171716,0.8484848484848485,0.4050505050505051
19,0.24545454545454545,0.2181818181818182,0.3181818181818182,0.8454545454545455,0.4068181818181818
20,0.2535353535353535,0.2191919191919192,0.3191919191919192,0.8424242424242424,0.4085858585858586
21,0.26161616161616164,0.2202020202020202,0.3202020202020202,0.8393939393939394,0.41035353535353536
22,0.2696969696969697,0.22121212121212122,0.3212121212121212,0.8363636363636364,0.41212121212121217
23,0.2777777777777778,0.22222222222222224,0.32222222222222224,0.8333333333333334,0.41388888888888886
24,0.28585858585858587,0.22323232323232323,0.3232323232323232,0.8303030303030303,0.4156565656565656
25,0.29393939393939394,0.22424242424242424,0.3242424242424242,0.8272727272727273,0.4174242424242424
26,0.302020202020202,0.22525252525252526,0.32525252525252524,0.8242424242424242,0.4191919191919192
27,0.3101010101010101,0.22626262626262628,0.32626262626262625,0.8212121212121213,0.420959595959596
28,0.3181818181818182,0.2272727272727273,0.32727272727272727,0.8181818181818182,0.42272727272727273
29,0.32626262626262625,0.22828282828282828,0.3282828282828283,0.8151515151515152,0.4244949494949495
30,0.3343434343434344,0.2292929292929293,0.3292929292929293,0.8121212121212121,0.4262626262626263
31,0.3424242424242424,0.23030303030303031,0.3303030303030303,0.8090909090909091,0.42803030303030304
32,0.35050505050505054,0.2313131313131313,0.33131313131313134,0.806060606060606,0.4297979797979798
33,0.35858585858585856,0.23232323232323232,0.33232323232323235,0.803030303030303,0.43156565656565654
34,0.3666666666666667,0.23333333333333334,0.3333333333333333,0.8,0.43333333333333335
35,0.3747474747474747,0.23434343434343435,0.33434343434343433,0.796969696969697,0.4351010101010101
36,0.38282828282828285,0.23535353535353537,0.33535353535353535,0.793939393939394,0.43686868686868685
37,0.3909090909090909,0.23636363636363636,0.33636363636363636,0.7909090909090909,0.4386363636363636
38,0.398989898989899,0.23737373737373738,0.3373737373737374,0.7878787878787878,0.4404040404040404
39,0.407070707070707,0.2383838383838384,0.3383838383838384,0.7848484848484849,0.44217171717171716
40,0.41515151515151516,0.23939393939393938,0.3393939393939394,0.7818181818181819,0.44393939393939397
41,0.4232323232323232,0.2404040404040404,0.34040404040404043,0.7787878787878788,0.4457070707070707
42,0.4313131313131313,0.24141414141414141,0.3414141414141414,0.7757575757575758,0.44747474747474747
43,0.43939393939393945,0.24242424242424243,0.3424242424242424,0.7727272727272727,0.4492424242424243
44,0.44747474747474747,0.24343434343434345,0.3434343434343434,0.7696969696969698,0.451010101010101
45,0.4555555555555556,0.24444444444444444,0.34444444444444444,0.7666666666666666,0.4527777777777778
46,0.4636363636363636,0.24545454545454545,0.34545454545454546,0.7636363636363637,0.4545454545454546
47,0.47171717171717176,0.24646464646464647,0.3464646464646465,0.7606060606060606,0.45631313131313134
48,0.4797979797979798,0.24747474747474746,0.3474747474747475,0.7575757575757576,0.4580808080808081
49,0.4878787878787879,0.24848484848484848,0.3484848484848485,0.7545454545454545,0.45984848484848484
50,0.49595959595959593,0.2494949494949495,0.3494949494949495,0.7515151515151515,0.4616161616161616
51,0.5040404040404041,0.2505050505050505,0.35050505050505054,0.7484848484848485,0.46338383838383845
52,0.5121212121212121,0.2515151515151515,0.3515151515151515,0.7454545454545455,0.4651515151515152
53,0.5202020202020202,0.25252525252525254,0.3525252525252525,0.7424242424242424,0.4669191919191919
54,0.5282828282828282,0.25353535353535356,0.35353535353535354,0.7393939393939394,0.4686868686868687
55,0.5363636363636364,0.2545454545454545,0.35454545454545455,0.7363636363636363,0.47045454545454546
56,0.5444444444444444,0.25555555555555554,0.35555555555555557,0.7333333333333334,0.4722222222222222
57,0.5525252525252525,0.25656565656565655,0.3565656565656566,0.7303030303030302,0.47398989898989896
58,0.5606060606060607,0.25757575757575757,0.3575757575757576,0.7272727272727273,0.47575757575757577
59,0.5686868686868687,0.2585858585858586,0.3585858585858586,0.7242424242424242,0.4775252525252526
60,0.5767676767676768,0.2595959595959596,0.3595959595959596,0.7212121212121212,0.4792929292929293
61,0.5848484848484848,0.2606060606060606,0.3606060606060606,0.7181818181818181,0.4810606060606061
62,0.592929292929293,0.26161616161616164,0.3616161616161616,0.7151515151515151,0.48282828282828283
63,0.601010101010101,0.26262626262626265,0.36262626262626263,0.7121212121212122,0.48459595959595964
64,0.609090909090909,0.2636363636363636,0.36363636363636365,0.7090909090909091,0.48636363636363633
65,0.6171717171717171,0.26464646464646463,0.36464646464646466,0.706060606060606,0.48813131313131314
66,0.6252525252525253,0.26565656565656565,0.3656565656565657,0.703030303030303,0.48989898989898994
67,0.6333333333333333,0.26666666666666666,0.3666666666666667,0.7,0.49166666666666664
68,0.6414141414141414,0.2676767676767677,0.3676767676767677,0.696969696969697,0.4934343434343435
69,0.6494949494949495,0.2686868686868687,0.36868686868686873,0.693939393939394,0.4952020202020202
70,0.6575757575757576,0.2696969696969697,0.36969696969696975,0.6909090909090909,0.49696969696969695
71,0.6656565656565656,0.2707070707070707,0.3707070707070707,0.6878787878787879,0.4987373737373737
72,0.6737373737373737,0.2717171717171717,0.3717171717171717,0.6848484848484848,0.5005050505050506
73,0.6818181818181818,0.2727272727272727,0.37272727272727274,0.6818181818181819,0.5022727272727272
74,0.6898989898989899,0.2737373737373737,0.37373737373737376,0.6787878787878787,0.5040404040404041
75,0.6979797979797979,0.27474747474747474,0.3747474747474748,0.6757575757575758,0.5058080808080808
76,0.706060606060606,0.27575757575757576,0.3757575757575758,0.6727272727272727,0.5075757575757576
77,0.7141414141414141,0.2767676767676768,0.3767676767676768,0.6696969696969697,0.5093434343434343
78,0.7222222222222222,0.2777777777777778,0.37777777777777777,0.6666666666666666,0.5111111111111111
79,0.7303030303030302,0.2787878787878788,0.3787878787878788,0.6636363636363636,0.5128787878787878
80,0.7383838383838384,0.2797979797979798,0.3797979797979798,0.6606060606060606,0.5146464646464646
81,0.7464646464646464,0.2808080808080808,0.3808080808080808,0.6575757575757576,0.5164141414141414
82,0.7545454545454545,0.2818181818181818,0.38181818181818183,0.6545454545454545,0.5181818181818182
83,0.7626262626262627,0.2828282828282828,0.38282828282828285,0.6515151515151515,0.5199494949494949
84,0.7707070707070707,0.28383838383838383,0.38383838383838387,0.6484848484848484,0.5217171717171717
85,0.7787878787878788,0.28484848484848485,0.3848484848484849,0.6454545454545455,0.5234848484848486
86,0.7868686868686868,0.28585858585858587,0.3858585858585859,0.6424242424242423,0.5252525252525253
87,0.794949494949495,0.28686868686868683,0.3868686868686869,0.6393939393939394,0.5270202020202019
88,0.803030303030303,0.28787878787878785,0.38787878787878793,0.6363636363636364,0.5287878787878788
89,0.8111111111111111,0.28888888888888886,0.38888888888888895,0.6333333333333333,0.5305555555555556
90,0.8191919191919191,0.2898989898989899,0.3898989898989899,0.6303030303030304,0.5323232323232323
91,0.8272727272727273,0.2909090909090909,0.39090909090909093,0.6272727272727272,0.5340909090909091
92,0.8353535353535353,0.2919191919191919,0.39191919191919194,0.6242424242424243,0.5358585858585858
93,0.8434343434343434,0.29292929292929293,0.39292929292929296,0.6212121212121212,0.5376262626262626
94,0.8515151515151514,0.29393939393939394,0.393939393939394,0.6181818181818182,0.5393939393939394
95,0.8595959595959596,0.29494949494949496,0.394949494949495,0.6151515151515151,0.5411616161616162
96,0.8676767676767676,0.295959595959596,0.39595959595959596,0.6121212121212121,0.5429292929292928
97,0.8757575757575757,0.296969696969697,0.396969696969697,0.6090909090909091,0.5446969696969697
98,0.8838383838383839,0.29797979797979796,0.397979797979798,0.606060606060606,0.5464646464646464
99,0.8919191919191919,0.298989898989899,0.398989898989899,0.603030303030303,0.5482323232323232
100,0.9,0.3,0.4,0.6,0.55
